grid_id,gu,dong,latitude,longitude
G_0003,서초구,양재2동,37.42946070369192,127.05412829650815
G_0009,서초구,내곡동,37.42946070369192,127.06402829650808
G_0010,서초구,내곡동,37.42946070369192,127.06512829650809
G_0014,서초구,양재2동,37.430360703691925,127.04972829650816
G_0015,서초구,양재2동,37.430360703691925,127.05082829650817
G_0016,서초구,양재2동,37.430360703691925,127.05192829650817
G_0017,서초구,양재2동,37.430360703691925,127.05302829650816
G_0018,서초구,양재2동,37.430360703691925,127.05412829650815
G_0019,서초구,양재2동,37.430360703691925,127.05522829650813
G_0020,서초구,양재2동,37.430360703691925,127.05632829650813
G_0021,서초구,양재2동,37.430360703691925,127.05742829650812
G_0022,서초구,양재2동,37.430360703691925,127.0585282965081
G_0023,서초구,양재2동,37.430360703691925,127.05962829650812
G_0024,서초구,양재2동,37.430360703691925,127.06072829650812
G_0025,서초구,양재2동,37.430360703691925,127.0618282965081
G_0026,서초구,양재2동,37.430360703691925,127.06292829650809
G_0027,서초구,내곡동,37.430360703691925,127.06402829650808
G_0028,서초구,내곡동,37.430360703691925,127.06512829650809
G_0029,서초구,내곡동,37.430360703691925,127.06622829650809
G_0030,서초구,내곡동,37.430360703691925,127.06732829650808
G_0034,서초구,양재2동,37.431260703691926,127.04752829650818
G_0035,서초구,양재2동,37.431260703691926,127.04862829650817
G_0036,서초구,양재2동,37.431260703691926,127.04972829650816
G_0037,서초구,양재2동,37.431260703691926,127.05082829650817
G_0038,서초구,양재2동,37.431260703691926,127.05192829650817
G_0039,서초구,양재2동,37.431260703691926,127.05302829650816
G_0040,서초구,양재2동,37.431260703691926,127.05412829650815
G_0041,서초구,양재2동,37.431260703691926,127.05522829650813
G_0042,서초구,양재2동,37.431260703691926,127.05632829650813
G_0043,서초구,양재2동,37.431260703691926,127.05742829650812
G_0044,서초구,양재2동,37.431260703691926,127.0585282965081
G_0045,서초구,양재2동,37.431260703691926,127.05962829650812
G_0046,서초구,양재2동,37.431260703691926,127.06072829650812
G_0047,서초구,양재2동,37.431260703691926,127.0618282965081
G_0048,서초구,양재2동,37.431260703691926,127.06292829650809
G_0049,서초구,내곡동,37.431260703691926,127.06402829650808
G_0050,서초구,내곡동,37.431260703691926,127.06512829650809
G_0051,서초구,내곡동,37.431260703691926,127.06622829650809
G_0052,서초구,내곡동,37.431260703691926,127.06732829650808
G_0053,서초구,내곡동,37.431260703691926,127.06842829650806
G_0054,서초구,내곡동,37.431260703691926,127.06952829650805
G_0055,서초구,내곡동,37.431260703691926,127.07062829650805
G_0057,서초구,양재2동,37.432160703691935,127.04752829650818
G_0058,서초구,양재2동,37.432160703691935,127.04862829650817
G_0059,서초구,양재2동,37.432160703691935,127.04972829650816
G_0060,서초구,양재2동,37.432160703691935,127.05082829650817
G_0061,서초구,양재2동,37.432160703691935,127.05192829650817
G_0062,서초구,양재2동,37.432160703691935,127.05302829650816
G_0063,서초구,양재2동,37.432160703691935,127.05412829650815
G_0064,서초구,양재2동,37.432160703691935,127.05522829650813
G_0065,서초구,양재2동,37.432160703691935,127.05632829650813
G_0066,서초구,양재2동,37.432160703691935,127.05742829650812
G_0067,서초구,양재2동,37.432160703691935,127.0585282965081
G_0068,서초구,양재2동,37.432160703691935,127.05962829650812
G_0069,서초구,양재2동,37.432160703691935,127.06072829650812
G_0070,서초구,양재2동,37.432160703691935,127.0618282965081
G_0071,서초구,양재2동,37.432160703691935,127.06292829650809
G_0072,서초구,내곡동,37.432160703691935,127.06402829650808
G_0073,서초구,내곡동,37.432160703691935,127.06512829650809
G_0074,서초구,내곡동,37.432160703691935,127.06622829650809
G_0075,서초구,내곡동,37.432160703691935,127.06732829650808
G_0076,서초구,내곡동,37.432160703691935,127.06842829650806
G_0077,서초구,내곡동,37.432160703691935,127.06952829650805
G_0078,서초구,내곡동,37.432160703691935,127.07062829650805
G_0080,서초구,양재2동,37.43306070369193,127.04752829650818
G_0081,서초구,양재2동,37.43306070369193,127.04862829650817
G_0082,서초구,양재2동,37.43306070369193,127.04972829650816
G_0083,서초구,양재2동,37.43306070369193,127.05082829650817
G_0084,서초구,양재2동,37.43306070369193,127.05192829650817
G_0085,서초구,양재2동,37.43306070369193,127.05302829650816
G_0086,서초구,양재2동,37.43306070369193,127.05412829650815
G_0087,서초구,양재2동,37.43306070369193,127.05522829650813
G_0088,서초구,양재2동,37.43306070369193,127.05632829650813
G_0089,서초구,양재2동,37.43306070369193,127.05742829650812
G_0090,서초구,양재2동,37.43306070369193,127.0585282965081
G_0091,서초구,양재2동,37.43306070369193,127.05962829650812
G_0092,서초구,양재2동,37.43306070369193,127.06072829650812
G_0093,서초구,양재2동,37.43306070369193,127.0618282965081
G_0094,서초구,양재2동,37.43306070369193,127.06292829650809
G_0095,서초구,내곡동,37.43306070369193,127.06402829650808
G_0096,서초구,내곡동,37.43306070369193,127.06512829650809
G_0097,서초구,내곡동,37.43306070369193,127.06622829650809
G_0098,서초구,내곡동,37.43306070369193,127.06732829650808
G_0099,서초구,내곡동,37.43306070369193,127.06842829650806
G_0100,서초구,내곡동,37.43306070369193,127.06952829650805
G_0101,서초구,내곡동,37.43306070369193,127.07062829650805
G_0103,금천구,시흥3동,37.43396070369193,126.90562829650895
G_0104,금천구,시흥3동,37.43396070369193,126.90672829650897
G_0105,금천구,시흥3동,37.43396070369193,126.90782829650895
G_0106,금천구,시흥3동,37.43396070369193,126.90892829650895
G_0109,서초구,양재2동,37.43396070369193,127.04532829650817
G_0110,서초구,양재2동,37.43396070369193,127.04642829650817
G_0111,서초구,양재2동,37.43396070369193,127.04752829650818
G_0112,서초구,양재2동,37.43396070369193,127.04862829650817
G_0113,서초구,양재2동,37.43396070369193,127.04972829650816
G_0114,서초구,양재2동,37.43396070369193,127.05082829650817
G_0115,서초구,양재2동,37.43396070369193,127.05192829650817
G_0116,서초구,양재2동,37.43396070369193,127.05302829650816
G_0117,서초구,양재2동,37.43396070369193,127.05412829650815
G_0118,서초구,양재2동,37.43396070369193,127.05522829650813
G_0119,서초구,양재2동,37.43396070369193,127.05632829650813
G_0120,서초구,양재2동,37.43396070369193,127.05742829650812
G_0121,서초구,양재2동,37.43396070369193,127.0585282965081
